ReceiverID_x,ActionType_x,NegoOutcome_x,Content,Length_x,Word count of nego message_x,NegoOutcomeLabel_x,Filtered_Content_x,HuggingFace_Emotion,HuggingFace_Confidence,EmoRoBERTa_Emotion,EmoRoBERTa_Confidence,ReceiverID_y,ActionType_y,NegoOutcome_y,Length_y,Word count of nego message_y,NegoOutcomeLabel_y,Filtered_Content_y,Sentiment,Sentiment_Score
124,Counteroffer,FinalAccept,sorry disagree want everything prefer buffet sponsor artinc music would agree present gala well agreed best regards,213,44,1,everything prefer buffet sponsor artinc music would agree present gala well agreed best regards,joy,0.5004657506942749,joy,0.764997124671936,124,Counteroffer,FinalAccept,213,44,1,everything prefer buffet sponsor artinc music would agree present gala well agreed best regards,POSITIVE,0.9972702860832214
124,Counteroffer,FinalAccept,already argued reasons still think best buffet series would disrupt dinner since people could relate know put three russian dishes people get tables discuss create another type environment russian food heavy everyone likes people coming international account point view best regards,467,89,1,still think best buffet series would disrupt dinner since people could relate know put three russian dishes people get tables discuss create another type environment russian food heavy everyone likes people coming international account point view best regards,joy,0.4004088938236236,optimism,0.3954876661300659,124,Counteroffer,FinalAccept,467,89,1,still think best buffet series would disrupt dinner since people could relate know put three russian dishes people get tables discuss create another type environment russian food heavy everyone likes people coming international account point view best regards,NEGATIVE,0.989273965358734
123,FinalAccept,FinalAccept,dear alex thank negotiation agree offer since find agreement participate contest however still want express opinion way argumentation contest work together opinion wrote arguments clearly never discussed three course meal russian cuisine international one since bringing topic three course russian meal conclude read arguments carefully thus cooperation hope correspondence improved sides best chris,651,117,1,negotiation agree offer since find agreement participate contest however still want express opinion way argumentation contest work together opinion wrote arguments clearly never discussed three course meal russian cuisine international one since bringing topic three course russian meal conclude read arguments carefully thus cooperation hope correspondence improved sides best chris,sadness,0.8467841744422913,joy,0.4930573105812073,123,FinalAccept,FinalAccept,651,117,1,negotiation agree offer since find agreement participate contest however still want express opinion way argumentation contest work together opinion wrote arguments clearly never discussed three course meal russian cuisine international one since bringing topic three course russian meal conclude read arguments carefully thus cooperation hope correspondence improved sides best chris,POSITIVE,0.639239490032196
125,Counteroffer,FinalAccept,hi alex thanks reaching look forward working regarding sponsor understand boomerang offering slightly less art inc willing sign longterm sponsorship contract circumstances think better offer unless certain information take art inc instead overall atomsphere really think show appreciation new host honor local food music program involve anything russian otherwise really nice worked russian businesses think would really appreciate think best chris,687,114,1,reaching look forward working regarding sponsor understand boomerang offering slightly less art inc willing sign longterm sponsorship contract circumstances think better offer unless certain information take art inc instead overall atomsphere really think show appreciation new host honor local food music program involve anything russian otherwise really nice worked russian businesses think would really appreciate think best chris,joy,0.7644580602645874,joy,0.9176830053329468,125,Counteroffer,FinalAccept,687,114,1,reaching look forward working regarding sponsor understand boomerang offering slightly less art inc willing sign longterm sponsorship contract circumstances think better offer unless certain information take art inc instead overall atomsphere really think show appreciation new host honor local food music program involve anything russian otherwise really nice worked russian businesses think would really appreciate think best chris,NEGATIVE,0.9837257266044616
126,Counteroffer,FinalAccept,hey chris thanks fast reply aspect would say choose menu didnt know decline quality service previous year okay would love speech live awards sharing would probably fairer right effort practice think thank accommodating alex,406,76,1,fast reply aspect would say choose menu didnt know decline quality service previous year okay would love speech live awards sharing would probably fairer right effort practice think thank accommodating alex,joy,0.4508334696292877,joy,0.4971276223659515,126,Counteroffer,FinalAccept,406,76,1,fast reply aspect would say choose menu didnt know decline quality service previous year okay would love speech live awards sharing would probably fairer right effort practice think thank accommodating alex,NEGATIVE,0.8621309399604797
125,Counteroffer,FinalAccept,hi alex well youre indifferent would really appreciate opening speech said im striving permanent employment isa would great opportunity seems wont move position catering anymore guess good compromise case accept offer thanks lot best great working regards chris,403,73,1,youre indifferent would really appreciate opening speech said im striving permanent employment isa would great opportunity seems wont move position catering anymore guess good compromise case accept offer thanks lot best great working regards chris,joy,0.407079815864563,joy,0.6604618430137634,125,Counteroffer,FinalAccept,403,73,1,youre indifferent would really appreciate opening speech said im striving permanent employment isa would great opportunity seems wont move position catering anymore guess good compromise case accept offer thanks lot best great working regards chris,POSITIVE,0.9330835938453674
126,FinalAccept,FinalAccept,hey chris thanks working together hopefully win concept best alex,115,21,1,working together hopefully win concept best alex,joy,0.6223413944244385,joy,0.891383171081543,126,FinalAccept,FinalAccept,115,21,1,working together hopefully win concept best alex,POSITIVE,0.9995680451393129
130,Offer,FinalAccept,dear sirs offer conference anniversary isa shoul organized hope appreciated think something changed hesitate contact best regards alex,233,42,1,conference anniversary isa shoul organized hope appreciated think something changed hesitate contact best regards alex,fear,0.9919901490211488,sadness,0.3784483671188354,130,Offer,FinalAccept,233,42,1,conference anniversary isa shoul organized hope appreciated think something changed hesitate contact best regards alex,POSITIVE,0.8817101716995239
130,Counteroffer,FinalAccept,dear chris understnad point things said right still keep thinking main aim event involve attract young people choosing interantional buffet would best choice would give chances talk important public business people mentioned reply belive could important oppotuinity working future firmly convinced willing let held opening speech conference exhange hope evaluate offer find agreement kind regards alex,660,122,1,point things said right still keep thinking main aim event involve attract young people choosing interantional buffet would best choice would give chances talk important public business people mentioned reply belive could important oppotuinity working future firmly convinced willing let held opening speech conference exhange hope evaluate offer find agreement kind regards alex,sadness,0.5159482359886169,optimism,0.52342289686203,130,Counteroffer,FinalAccept,660,122,1,point things said right still keep thinking main aim event involve attract young people choosing interantional buffet would best choice would give chances talk important public business people mentioned reply belive could important oppotuinity working future firmly convinced willing let held opening speech conference exhange hope evaluate offer find agreement kind regards alex,NEGATIVE,0.7749716639518738
129,FinalAccept,FinalAccept,dear alex read counteroffer pleasure appreciate want thank cooperation hope result negotiation mutually profitable kind regards chris,196,33,1,counteroffer pleasure appreciate want thank cooperation hope result negotiation mutually profitable kind regards chris,joy,0.9096195697784424,joy,0.8217306137084961,129,FinalAccept,FinalAccept,196,33,1,counteroffer pleasure appreciate want thank cooperation hope result negotiation mutually profitable kind regards chris,POSITIVE,0.9929084777832032
132,Offer,FinalAccept,hello chris great pleasure organize important conference team member expecting proper cooperation coordination think youre expecting well try level best assist appropriately order make impotant event fruitful conference ive already planned aspects like catering events presentation sponsors selection importantly appropriate date conference hope consider appraise offers prudently give feedback early possible im eagerly waiting response regard alex,641,105,1,pleasure organize important conference team member expecting proper cooperation coordination think youre expecting well try level best assist appropriately order make impotant event fruitful conference ive already planned aspects like catering events presentation sponsors selection importantly appropriate date conference hope consider appraise offers prudently give feedback early possible im eagerly waiting response regard alex,joy,0.9761428833007812,joy,0.5997973680496216,132,Offer,FinalAccept,641,105,1,pleasure organize important conference team member expecting proper cooperation coordination think youre expecting well try level best assist appropriately order make impotant event fruitful conference ive already planned aspects like catering events presentation sponsors selection importantly appropriate date conference hope consider appraise offers prudently give feedback early possible im eagerly waiting response regard alex,POSITIVE,0.9770123958587646
131,Counteroffer,FinalAccept,hi alex also really excited prospect able plan prestigious event quite happy everything turned far absolutly believe win competition organize great party everyone involved know everyhting decided far best event ive going back forth catering however way think cant see important event buffet thing lot managers top executives participating event strongly think buffet less satisfactory atmosphere formal events call formal dining believe included offer hope rethink last point honesty quite important truely chris,843,154,1,really excited prospect able plan prestigious event quite happy everything turned far absolutly believe win competition organize great party everyone involved know everyhting decided far best event ive going back forth catering however way think cant see important event buffet thing lot managers top executives participating event strongly think buffet less satisfactory atmosphere formal events call formal dining believe included offer hope rethink last point honesty quite important truely chris,joy,0.7477422952651978,joy,0.906253457069397,131,Counteroffer,FinalAccept,843,154,1,really excited prospect able plan prestigious event quite happy everything turned far absolutly believe win competition organize great party everyone involved know everyhting decided far best event ive going back forth catering however way think cant see important event buffet thing lot managers top executives participating event strongly think buffet less satisfactory atmosphere formal events call formal dining believe included offer hope rethink last point honesty quite important truely chris,POSITIVE,0.8695422410964966
132,FinalAccept,FinalAccept,hi chris actually still feel buffet better option hand got point view well dont want take risk need something formal thought lot matter finally decide stand choice need cooperation every moment make event successful also believe hard work motivation definitely organize successful event thanks cooperation far event doubt regarding issues feel free write without hesitation wish good luck meet soon saint petersburg regard alex,689,125,1,still feel buffet better option hand got point view well dont want take risk need something formal thought lot matter finally decide stand choice need cooperation every moment make event successful also believe hard work motivation definitely organize successful event thanks cooperation far event doubt regarding issues feel free write without hesitation wish good luck meet soon saint petersburg regard alex,joy,0.5198874473571777,optimism,0.5546104311943054,132,FinalAccept,FinalAccept,689,125,1,still feel buffet better option hand got point view well dont want take risk need something formal thought lot matter finally decide stand choice need cooperation every moment make event successful also believe hard work motivation definitely organize successful event thanks cooperation far event doubt regarding issues feel free write without hesitation wish good luck meet soon saint petersburg regard alex,POSITIVE,0.993826687335968
134,Offer,FinalAccept,dear chris agreed certain points organizing anniversary isa still points discuss find enclosed offer sponsors music act presentation tasks catering date feel free ask questions really looking forward work sure successfull sincerely alex,395,71,1,certain points organizing anniversary isa still points discuss find enclosed offer sponsors music act presentation tasks catering date feel free ask questions really looking forward work sure successfull sincerely alex,joy,0.9870656728744508,joy,0.6960996389389038,134,Offer,FinalAccept,395,71,1,certain points organizing anniversary isa still points discuss find enclosed offer sponsors music act presentation tasks catering date feel free ask questions really looking forward work sure successfull sincerely alex,POSITIVE,0.9981441497802734
133,Counteroffer,FinalAccept,dear alex happy get insight ideas could organize anniversary isa addition message recieve counteroffer see already agreed date conference date conference week however many open points according plan nevertheless sure find ideal tradeoff preferences concerning important event please feel free ask questiones well kind regards chris,519,93,1,get insight ideas could organize anniversary isa addition message recieve counteroffer see already agreed date conference date conference week however many open points according plan nevertheless sure find ideal tradeoff preferences concerning important event please feel free ask questiones well kind regards chris,joy,0.9354868531227112,joy,0.7377557158470154,133,Counteroffer,FinalAccept,519,93,1,get insight ideas could organize anniversary isa addition message recieve counteroffer see already agreed date conference date conference week however many open points according plan nevertheless sure find ideal tradeoff preferences concerning important event please feel free ask questiones well kind regards chris,POSITIVE,0.9874661564826964
134,Counteroffer,FinalAccept,dear chris thank answer glad agreed date good point showing advance together however seems would like make guests discover lot local things good experience planning events local russian band might best attract guests atmosphere really important think want much best anniversary contacts two good international bands opportunity attract people event since bands famous return see considered proposal sponsor selection boomerang let know mind kind regards partner alex,778,143,1,answer glad agreed date good point showing advance together however seems would like make guests discover lot local things good experience planning events local russian band might best attract guests atmosphere really important think want much best anniversary contacts two good international bands opportunity attract people event since bands famous return see considered proposal sponsor selection boomerang let know mind kind regards partner alex,joy,0.8188520669937134,joy,0.9400451183319092,134,Counteroffer,FinalAccept,778,143,1,answer glad agreed date good point showing advance together however seems would like make guests discover lot local things good experience planning events local russian band might best attract guests atmosphere really important think want much best anniversary contacts two good international bands opportunity attract people event since bands famous return see considered proposal sponsor selection boomerang let know mind kind regards partner alex,POSITIVE,0.9903212189674376
134,Counteroffer,FinalAccept,dear chris thank new offer interesting one point let perplex still said serve guests proper dinner would think international three course meal could insurance would feel well treated free course meal could serve starter russian desert sure guests like hole russian dinner otherwise sounds agree made good working team best wishes alex,520,99,1,new offer interesting one point let perplex still said serve guests proper dinner would think international three course meal could insurance would feel well treated free course meal could serve starter russian desert sure guests like hole russian dinner otherwise sounds agree made good working team best wishes alex,joy,0.7626396417617798,joy,0.912358582019806,134,Counteroffer,FinalAccept,520,99,1,new offer interesting one point let perplex still said serve guests proper dinner would think international three course meal could insurance would feel well treated free course meal could serve starter russian desert sure guests like hole russian dinner otherwise sounds agree made good working team best wishes alex,POSITIVE,0.5536618828773499
134,FinalAccept,FinalAccept,dear chris think yes sponsor selection art inc good choice since partner long time organize innovative event doesnt mean break relationship isas partners catering local russian cuisine seems really important trust professional skills accept appreciate fact tried satisfy wishes yes fair offer hope satisfy many guests judges possible pleasure negotiate sincerely alex,561,99,1,yes sponsor selection art inc good choice since partner long time organize innovative event doesnt mean break relationship isas partners catering local russian cuisine seems really important trust professional skills accept appreciate fact tried satisfy wishes yes fair offer hope satisfy many guests judges possible pleasure negotiate sincerely alex,joy,0.7464131712913513,joy,0.7812281250953674,134,FinalAccept,FinalAccept,561,99,1,yes sponsor selection art inc good choice since partner long time organize innovative event doesnt mean break relationship isas partners catering local russian cuisine seems really important trust professional skills accept appreciate fact tried satisfy wishes yes fair offer hope satisfy many guests judges possible pleasure negotiate sincerely alex,POSITIVE,0.9989410042762756
135,FinalAccept,FinalAccept,hello alex first thank sharing insider information really appreciate also business contact told selection criteria first team performance individual performance unfortunately contact doesnt know whether one two jobs offered best performing team either way accept offer know think catering selection since made concession regarding sponsor selection also offered chance holding speech willing accept international buffet thank cooperation nice day best regards chris,665,112,1,thank sharing insider information really appreciate also business contact told selection criteria first team performance individual performance unfortunately contact doesnt know whether one two jobs offered best performing team either way accept offer know think catering selection since made concession regarding sponsor selection also offered chance holding speech willing accept international buffet thank cooperation nice day best regards chris,surprise,0.3811721205711365,joy,0.7953138947486877,135,FinalAccept,FinalAccept,665,112,1,thank sharing insider information really appreciate also business contact told selection criteria first team performance individual performance unfortunately contact doesnt know whether one two jobs offered best performing team either way accept offer know think catering selection since made concession regarding sponsor selection also offered chance holding speech willing accept international buffet thank cooperation nice day best regards chris,POSITIVE,0.8085111379623413
137,Question,FinalAccept,hi alex got message weekend thank sharing thoughts ill thoroughly go get back ideas open points course day nice day chris,223,44,1,message weekend thank sharing thoughts ill thoroughly go get back ideas open points course day nice day chris,joy,0.6279428601264954,joy,0.9299083352088928,137,Question,FinalAccept,223,44,1,message weekend thank sharing thoughts ill thoroughly go get back ideas open points course day nice day chris,POSITIVE,0.997170865535736
138,Clarification,FinalAccept,hi chris thank answer weekend ok thank cannot wait answer offer hope reach conclusion good us regards alex,186,37,1,answer weekend ok thank cannot wait answer offer hope reach conclusion good us regards alex,joy,0.7917211651802063,joy,0.7972669005393982,138,Clarification,FinalAccept,186,37,1,answer weekend ok thank cannot wait answer offer hope reach conclusion good us regards alex,POSITIVE,0.9989293217658995
138,Question,FinalAccept,hi chris thank counterproposition think quite good still sure local russian cuisine good choice really risky serve cuisine international event please think one time thing first event unusual without additional upleasant surprises regards alex,390,70,1,counterproposition think quite good still sure local russian cuisine good choice really risky serve cuisine international event please think one time thing first event unusual without additional upleasant surprises regards alex,surprise,0.9264766573905944,joy,0.3955336511135101,138,Question,FinalAccept,390,70,1,counterproposition think quite good still sure local russian cuisine good choice really risky serve cuisine international event please think one time thing first event unusual without additional upleasant surprises regards alex,NEGATIVE,0.7818009257316589
137,Clarification,FinalAccept,hey alex obviously seems pretty important lets pick aspects need formality concern making somebody unhappy due food selection therefore choose international menu willing take compromose offer awards opening speech understand correctly fine music act local russian band didnt mention anymore please cconfirm case come final agreement ie international menu week local russian band awards alex speech chris art inc kind regards chris,613,108,1,seems pretty important lets pick aspects need formality concern making somebody unhappy due food selection therefore choose international menu willing take compromose offer awards opening speech understand correctly fine music act local russian band didnt mention anymore please cconfirm case come final agreement ie international menu week local russian band awards alex speech chris art inc kind regards chris,sadness,0.3482242524623871,sadness,0.4025053083896637,137,Clarification,FinalAccept,613,108,1,seems pretty important lets pick aspects need formality concern making somebody unhappy due food selection therefore choose international menu willing take compromose offer awards opening speech understand correctly fine music act local russian band didnt mention anymore please cconfirm case come final agreement ie international menu week local russian band awards alex speech chris art inc kind regards chris,NEGATIVE,0.8798192739486694
138,Counteroffer,FinalAccept,hi chris thank reconsidering catering agree proposal therefore ok comes speech given music act performed local russian band think reach conclusion looking forward final approval arrangements regards alex,320,58,1,reconsidering catering agree proposal therefore ok comes speech given music act performed local russian band think reach conclusion looking forward final approval arrangements regards alex,joy,0.8270183205604553,joy,0.5749161839485168,138,Counteroffer,FinalAccept,320,58,1,reconsidering catering agree proposal therefore ok comes speech given music act performed local russian band think reach conclusion looking forward final approval arrangements regards alex,POSITIVE,0.9673945307731628
137,Counteroffer,FinalAccept,dear alex seems getting terms nice one tiny bit proposal may overseenn formulate proposal offer still willing go apparently important issue well known sponsor internationalness terms catering also satisfying formal need business people heres deal second main points case compromise international catering still formal menu case please look last message trust professionalism attitude towards finding common ground last point looking forward confirmation good evening chris,715,126,1,getting terms nice one tiny bit proposal may overseenn formulate proposal offer still willing go apparently important issue well known sponsor internationalness terms catering also satisfying formal need business people heres deal second main points case compromise international catering still formal menu case please look last message trust professionalism attitude towards finding common ground last point looking forward confirmation good evening chris,sadness,0.3622036874294281,joy,0.7279111742973328,137,Counteroffer,FinalAccept,715,126,1,getting terms nice one tiny bit proposal may overseenn formulate proposal offer still willing go apparently important issue well known sponsor internationalness terms catering also satisfying formal need business people heres deal second main points case compromise international catering still formal menu case please look last message trust professionalism attitude towards finding common ground last point looking forward confirmation good evening chris,POSITIVE,0.9415580630302428
138,Question,FinalAccept,dear chris sorry misunderstanding happened think international buffet better professional many conferences events buffets organised people free move around talk eating get know people make new contacts inconsistent formal idea event hope understand regards alex,418,71,1,misunderstanding happened think international buffet better professional many conferences events buffets organised people free move around talk eating get know people make new contacts inconsistent formal idea event hope understand regards alex,sadness,0.8791349530220032,joy,0.5074623227119446,138,Question,FinalAccept,418,71,1,misunderstanding happened think international buffet better professional many conferences events buffets organised people free move around talk eating get know people make new contacts inconsistent formal idea event hope understand regards alex,NEGATIVE,0.9972497820854188
138,Counteroffer,FinalAccept,hi chris reconsidering situation sake conference isa organisation agree last proposal summingup arrangements catering international buffet date conference week music act local russian band presentation tasks speech chris awards alex sponsor selection boomerang hope summed everything properly reached final conclusion regards alex,436,66,1,situation sake conference isa organisation agree last proposal summingup arrangements catering international buffet date conference week music act local russian band presentation tasks speech chris awards alex sponsor selection boomerang hope summed everything properly reached final conclusion regards alex,joy,0.8222710490226746,joy,0.7046224474906921,138,Counteroffer,FinalAccept,436,66,1,situation sake conference isa organisation agree last proposal summingup arrangements catering international buffet date conference week music act local russian band presentation tasks speech chris awards alex sponsor selection boomerang hope summed everything properly reached final conclusion regards alex,POSITIVE,0.9889910221099854
137,FinalAccept,FinalAccept,dear alex hereby send acceptance collaboration feel achieved best sake conference aiming find best positions conference willing compromise instead putting oneself first row looking forward hopefully working together conference would gladly projects together future great day chris,418,73,1,send acceptance collaboration feel achieved best sake conference aiming find best positions conference willing compromise instead putting oneself first row looking forward hopefully working together conference would gladly projects together future great day chris,joy,0.9371103644371032,optimism,0.6612697839736938,137,FinalAccept,FinalAccept,418,73,1,send acceptance collaboration feel achieved best sake conference aiming find best positions conference willing compromise instead putting oneself first row looking forward hopefully working together conference would gladly projects together future great day chris,NEGATIVE,0.9148101806640624
140,Offer,FinalAccept,hallo send calculated unilityi hope consider waht say thank best wishes,111,19,1,unilityi hope consider waht say thank best wishes,joy,0.9779502749443054,joy,0.691251277923584,140,Offer,FinalAccept,111,19,1,unilityi hope consider waht say thank best wishes,POSITIVE,0.9481496214866638
139,FinalAccept,FinalAccept,okay would rather prefer local russian cuisine also accepted suggestions deal bad end nice negotiating take care alex chris,209,40,1,prefer local russian cuisine also accepted suggestions deal bad end nice negotiating take care alex chris,neutral,0.5106770396232605,joy,0.6793874502182007,139,FinalAccept,FinalAccept,209,40,1,prefer local russian cuisine also accepted suggestions deal bad end nice negotiating take care alex chris,NEGATIVE,0.6883605718612671
142,Offer,FinalAccept,hello chris hope well name alex im team member years isa competition im much looking forward working curious ideas suggestions im sure together well find great concept conference like would like begin suggesting attached agenda please let know think seems acceptable looking forward reply sincerely alex,499,90,1,well name alex im team member years isa competition im much looking forward working curious ideas suggestions im sure together well find great concept conference like would like begin suggesting attached agenda please let know think seems acceptable looking forward reply sincerely alex,joy,0.6155577301979065,joy,0.8136230111122131,142,Offer,FinalAccept,499,90,1,well name alex im team member years isa competition im much looking forward working curious ideas suggestions im sure together well find great concept conference like would like begin suggesting attached agenda please let know think seems acceptable looking forward reply sincerely alex,POSITIVE,0.9959185719490052
144,Offer,FinalAccept,dear chris first offer catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc sincerily alex,215,34,1,offer catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc sincerily alex,joy,0.5108997225761414,joy,0.9559403657913208,144,Offer,FinalAccept,215,34,1,offer catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc sincerily alex,POSITIVE,0.955202341079712
143,Counteroffer,FinalAccept,hello alex thank offer think also week best think point finished points following offer catering local russian cuisine music act local russian band presentation tasks speech chris awards alex sponsor selection boomerang think point sponser important also future addition russian members happy organize local russian band also catering local russian cuisine get extra point new members best regards chris,624,110,1,offer think also week best think point finished points following offer catering local russian cuisine music act local russian band presentation tasks speech chris awards alex sponsor selection boomerang think point sponser important also future addition russian members happy organize local russian band also catering local russian cuisine get extra point new members best regards chris,joy,0.8396406769752502,joy,0.9390828013420104,143,Counteroffer,FinalAccept,624,110,1,offer think also week best think point finished points following offer catering local russian cuisine music act local russian band presentation tasks speech chris awards alex sponsor selection boomerang think point sponser important also future addition russian members happy organize local russian band also catering local russian cuisine get extra point new members best regards chris,POSITIVE,0.992479681968689
143,Counteroffer,FinalAccept,hello alex agree items date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection art inc prinziple right people eat russian food days possible time time possible guests another country first thing make research culture eat chance combine russian music russian food think best decision assured guests excited best regards chris,680,130,1,items date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection art inc prinziple right people eat russian food days possible time time possible guests another country first thing make research culture eat chance combine russian music russian food think best decision assured guests excited best regards chris,joy,0.7821886539459229,joy,0.9338353276252748,143,Counteroffer,FinalAccept,680,130,1,items date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection art inc prinziple right people eat russian food days possible time time possible guests another country first thing make research culture eat chance combine russian music russian food think best decision assured guests excited best regards chris,POSITIVE,0.9956358075141908
143,Counteroffer,FinalAccept,hello alex following offer think fair catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang hope finish conversation best regards chris,332,54,1,offer think fair catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang hope finish conversation best regards chris,joy,0.793933093547821,joy,0.941573977470398,143,Counteroffer,FinalAccept,332,54,1,offer think fair catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang hope finish conversation best regards chris,POSITIVE,0.9319265484809875
144,Question,FinalAccept,hey chris thought agreed mean best option change one items alredy agreed trying cheating offered best option changing already agreed would read offer agreed another time think twice hope finally accept finish conversation right sincerely alex,432,84,1,agreed mean best option change one items alredy agreed trying cheating offered best option changing already agreed would read offer agreed another time think twice hope finally accept finish conversation right sincerely alex,joy,0.4751237332820892,optimism,0.402460366487503,144,Question,FinalAccept,432,84,1,agreed mean best option change one items alredy agreed trying cheating offered best option changing already agreed would read offer agreed another time think twice hope finally accept finish conversation right sincerely alex,POSITIVE,0.974362015724182
143,Clarification,FinalAccept,hello alex aim trying get best offer also increase percentage thats best regards chris,158,32,1,trying get best offer also increase percentage thats best regards chris,neutral,0.362415999174118,joy,0.5190380811691284,143,Clarification,FinalAccept,158,32,1,trying get best offer also increase percentage thats best regards chris,POSITIVE,0.9901114106178284
144,Counteroffer,FinalAccept,hello chris obviously want get best percentage also arrived agreement changed sponsor decided change music act dj happy staying rest items way last offer following items catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection boomerang today last day finish negotiation hope arrive agreement best regards alex,543,94,1,want get best percentage also arrived agreement changed sponsor decided change music act dj happy staying rest items way last offer following items catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection boomerang today last day finish negotiation hope arrive agreement best regards alex,joy,0.7850940227508545,joy,0.9434226155281068,144,Counteroffer,FinalAccept,543,94,1,want get best percentage also arrived agreement changed sponsor decided change music act dj happy staying rest items way last offer following items catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection boomerang today last day finish negotiation hope arrive agreement best regards alex,POSITIVE,0.7036017775535583
143,FinalAccept,FinalAccept,hello alex think offer also acceptable thank negotiation best regards chris,104,17,1,offer also acceptable thank negotiation best regards chris,joy,0.4589690566062927,joy,0.7552505135536194,143,FinalAccept,FinalAccept,104,17,1,offer also acceptable thank negotiation best regards chris,POSITIVE,0.9994919300079346
146,Counteroffer,FinalAccept,dear chris thank message even though really appreciate negotiating think quite unprofessional start discussing issues agreed advanced stage negotiation hope aware hand concept today said would disappointing find solution happy main goal still win competition hand good concept decided accept offer yesterday opinion great concession still happy could find solution concept ready handed nice weekend best regards alex,671,130,1,message even though really appreciate negotiating think quite unprofessional start discussing issues agreed advanced stage negotiation hope aware hand concept today said would disappointing find solution happy main goal still win competition hand good concept decided accept offer yesterday opinion great concession still happy could find solution concept ready handed nice weekend best regards alex,sadness,0.918580174446106,joy,0.8275137543678284,146,Counteroffer,FinalAccept,671,130,1,message even though really appreciate negotiating think quite unprofessional start discussing issues agreed advanced stage negotiation hope aware hand concept today said would disappointing find solution happy main goal still win competition hand good concept decided accept offer yesterday opinion great concession still happy could find solution concept ready handed nice weekend best regards alex,POSITIVE,0.9930408000946044
145,FinalAccept,FinalAccept,dear alex thank accepting yesterdays offer im sure wont regret decision managed negotiate great concept isa best wishes chris,163,27,1,accepting yesterdays offer im sure wont regret decision managed negotiate great concept isa best wishes chris,sadness,0.9348605275154114,joy,0.9080072045326232,145,FinalAccept,FinalAccept,163,27,1,accepting yesterdays offer im sure wont regret decision managed negotiate great concept isa best wishes chris,POSITIVE,0.6598800420761108
148,Question,FinalAccept,didnt get point presentation tasks please rephrase meant say previour mail thanks lot,145,27,1,presentation tasks please rephrase meant say previour mail thanks lot,neutral,0.3757997453212738,sadness,0.4971774220466614,148,Question,FinalAccept,145,27,1,presentation tasks please rephrase meant say previour mail thanks lot,NEGATIVE,0.9924226403236388
147,Clarification,FinalAccept,oh sorry mean spend time project preparation ill get fame event presenter like speech near minutes awards near whole evening evening ill associated main person organized anniversary event fair suggest share activities,347,64,1,spend time project preparation ill get fame event presenter like speech near minutes awards near whole evening evening ill associated main person organized anniversary event fair suggest share activities,sadness,0.7711204290390015,joy,0.7706670165061951,147,Clarification,FinalAccept,347,64,1,spend time project preparation ill get fame event presenter like speech near minutes awards near whole evening evening ill associated main person organized anniversary event fair suggest share activities,NEGATIVE,0.9894556403160096
147,Question,FinalAccept,supposed guess since many important people attend event let dj set hire band agreed concurred dj bad decision event level mean something different well case find negotiations quite unproductive unconstructive follow supporting choice three course meal served service à la russe accept suggestion hire dj happy music act sounds little bit like blackmail isnt,563,105,1,many important people attend event let dj set hire band agreed concurred dj bad decision event level mean something different well case find negotiations quite unproductive unconstructive follow supporting choice three course meal served service à la russe accept suggestion hire dj happy music act sounds little bit like blackmail isnt,anger,0.4960953891277313,anger,0.7896942496299744,147,Question,FinalAccept,563,105,1,many important people attend event let dj set hire band agreed concurred dj bad decision event level mean something different well case find negotiations quite unproductive unconstructive follow supporting choice three course meal served service à la russe accept suggestion hire dj happy music act sounds little bit like blackmail isnt,NEGATIVE,0.9970083832740784
148,Clarification,FinalAccept,guess correct accept three course meal let local russian band say commonly willing hire pop bandmusic act free life sorry misunderstanding chris anyway appreciate fact giving away positions choices personally like much order find compromise noticced choice music artist important aspect related event organization order arrive decision try meet desire important find way arrive common solution event concept judged isa senior committee really want two og us win competition,790,153,1,three course meal let local russian band say commonly willing hire pop bandmusic act free life sorry misunderstanding chris anyway appreciate fact giving away positions choices personally like much order find compromise noticced choice music artist important aspect related event organization order arrive decision try meet desire important find way arrive common solution event concept judged isa senior committee really want two og us win competition,joy,0.3669039905071258,joy,0.6564127206802368,148,Clarification,FinalAccept,790,153,1,three course meal let local russian band say commonly willing hire pop bandmusic act free life sorry misunderstanding chris anyway appreciate fact giving away positions choices personally like much order find compromise noticced choice music artist important aspect related event organization order arrive decision try meet desire important find way arrive common solution event concept judged isa senior committee really want two og us win competition,NEGATIVE,0.9856653213500975
